id,date,average_price,total_volume,type,year,geography
7107,4/3/2016,1.05,340564.79,conventional,2016,South Carolina
7108,4/3/2016,1.37,7335.37,organic,2016,South Carolina
7109,4/3/2016,0.74,6154503.04,conventional,2016,South Central
7110,4/3/2016,1.22,86545.27,organic,2016,South Central
7111,4/3/2016,1.04,3507226.18,conventional,2016,Southeast
7112,4/3/2016,1.49,54364.05,organic,2016,Southeast
7113,4/3/2016,0.92,98398.44,conventional,2016,Spokane
7114,4/3/2016,1.33,4149.98,organic,2016,Spokane
7115,4/3/2016,0.94,179484.73,conventional,2016,St. Louis
7116,4/3/2016,0.75,10883.38,organic,2016,St. Louis
7117,4/3/2016,1.03,58862.37,conventional,2016,Syracuse
7118,4/3/2016,1.46,2724.46,organic,2016,Syracuse
7119,4/3/2016,1.04,402546.34,conventional,2016,Tampa
7120,4/3/2016,1.37,5314.1,organic,2016,Tampa
7121,4/3/2016,0.94,33668450.55,conventional,2016,Total U.S.
7122,4/3/2016,1.44,930722.39,organic,2016,Total U.S.
7123,4/3/2016,0.79,6645738.99,conventional,2016,West
7124,4/3/2016,1.27,226558.02,organic,2016,West
7125,4/3/2016,0.73,776232.98,conventional,2016,West Tex/New Mexico
7126,4/3/2016,1.29,20698.7,organic,2016,West Tex/New Mexico
7127,4/10/2016,1.46,70253.3,conventional,2016,Albany
7128,4/10/2016,1.62,2161.66,organic,2016,Albany
7129,4/10/2016,0.83,590001.82,conventional,2016,Atlanta
7130,4/10/2016,1.5,7130.98,organic,2016,Atlanta
7131,4/10/2016,1.12,789348.02,conventional,2016,Baltimore/Washington
7132,4/10/2016,1.73,22013.07,organic,2016,Baltimore/Washington
7133,4/10/2016,0.82,86897.72,conventional,2016,Boise
7134,4/10/2016,1,3469.2,organic,2016,Boise
7135,4/10/2016,0.99,652546.84,conventional,2016,Boston
7136,4/10/2016,1.68,14563.78,organic,2016,Boston
7137,4/10/2016,1.1,152123.92,conventional,2016,Buffalo/Rochester
7138,4/10/2016,1.63,6772.32,organic,2016,Buffalo/Rochester
7139,4/10/2016,0.94,6509000.56,conventional,2016,California
7140,4/10/2016,1.4,193519.09,organic,2016,California
7141,4/10/2016,1.1,210587.77,conventional,2016,Charlotte
7142,4/10/2016,1.6,5734.3,organic,2016,Charlotte
7143,4/10/2016,1.11,770661.72,conventional,2016,Chicago
7144,4/10/2016,1.68,35474.03,organic,2016,Chicago
7145,4/10/2016,0.89,210309.77,conventional,2016,Cincinnati/Dayton
7146,4/10/2016,1.12,16776.27,organic,2016,Cincinnati/Dayton
7147,4/10/2016,0.96,135905.09,conventional,2016,Columbus
7148,4/10/2016,1.52,6323.62,organic,2016,Columbus
7149,4/10/2016,0.69,1424317.64,conventional,2016,Dallas/Ft. Worth
7150,4/10/2016,1.16,20070.8,organic,2016,Dallas/Ft. Worth
7151,4/10/2016,0.77,982817.77,conventional,2016,Denver
7152,4/10/2016,0.94,40527.1,organic,2016,Denver
7153,4/10/2016,1.03,312995.88,conventional,2016,Detroit
7154,4/10/2016,1.42,9110.23,organic,2016,Detroit
7155,4/10/2016,1.17,155143.97,conventional,2016,Grand Rapids
7156,4/10/2016,1.34,1690.4,organic,2016,Grand Rapids
7157,4/10/2016,1.05,3126127.34,conventional,2016,Great Lakes
7158,4/10/2016,1.36,119113.13,organic,2016,Great Lakes
7159,4/10/2016,1.05,237139.23,conventional,2016,Harrisburg/Scranton
7160,4/10/2016,1.83,6966,organic,2016,Harrisburg/Scranton
7161,4/10/2016,1.17,280729.03,conventional,2016,Hartford/Springfield
7162,4/10/2016,2.31,8039.96,organic,2016,Hartford/Springfield
7163,4/10/2016,0.7,1271741.46,conventional,2016,Houston
7164,4/10/2016,1.2,13926.61,organic,2016,Houston
7165,4/10/2016,1.07,168009.21,conventional,2016,Indianapolis
7166,4/10/2016,1.15,3566.21,organic,2016,Indianapolis
7167,4/10/2016,0.8,261081.39,conventional,2016,Jacksonville
7168,4/10/2016,1.62,3379.11,organic,2016,Jacksonville
7169,4/10/2016,0.87,354098.37,conventional,2016,Las Vegas
7170,4/10/2016,1.22,13473.17,organic,2016,Las Vegas
7171,4/10/2016,0.77,3288356.88,conventional,2016,Los Angeles
7172,4/10/2016,1.05,108798.33,organic,2016,Los Angeles
7173,4/10/2016,0.9,83504.74,conventional,2016,Louisville
7174,4/10/2016,1.41,1886.22,organic,2016,Louisville
7175,4/10/2016,0.87,841731.76,conventional,2016,Miami/Ft. Lauderdale
7176,4/10/2016,1.33,4177.97,organic,2016,Miami/Ft. Lauderdale
7177,4/10/2016,1.05,2836884.82,conventional,2016,Midsouth
7178,4/10/2016,1.18,143035.65,organic,2016,Midsouth
7179,4/10/2016,0.82,206829.38,conventional,2016,Nashville
7180,4/10/2016,0.85,30449.23,organic,2016,Nashville
7181,4/10/2016,0.87,312471.42,conventional,2016,New Orleans/Mobile
7182,4/10/2016,1.27,4008.89,organic,2016,New Orleans/Mobile
7183,4/10/2016,1.09,987897.9,conventional,2016,New York
7184,4/10/2016,2.2,30461.39,organic,2016,New York
7185,4/10/2016,1.09,3756625.12,conventional,2016,Northeast
7186,4/10/2016,1.88,114275.61,organic,2016,Northeast
7187,4/10/2016,1.04,409227.87,conventional,2016,Northern New England
7188,4/10/2016,1.5,13624.67,organic,2016,Northern New England
7189,4/10/2016,0.83,517277.53,conventional,2016,Orlando
7190,4/10/2016,1.51,5190.56,organic,2016,Orlando
7191,4/10/2016,1.17,346080.71,conventional,2016,Philadelphia
7192,4/10/2016,1.95,10787.78,organic,2016,Philadelphia
7193,4/10/2016,0.56,1387970,conventional,2016,Phoenix/Tucson
7194,4/10/2016,1.38,13919.54,organic,2016,Phoenix/Tucson
7195,4/10/2016,1.18,102684.74,conventional,2016,Pittsburgh
7196,4/10/2016,1.35,1159.5,organic,2016,Pittsburgh
7197,4/10/2016,1,1872378.56,conventional,2016,Plains
7198,4/10/2016,1.36,57602.01,organic,2016,Plains
7199,4/10/2016,0.88,681434.09,conventional,2016,Portland
7200,4/10/2016,0.96,81224.11,organic,2016,Portland
7201,4/10/2016,1.09,274246.43,conventional,2016,Raleigh/Greensboro
7202,4/10/2016,1.33,7370.7,organic,2016,Raleigh/Greensboro
7203,4/10/2016,1.01,220100.13,conventional,2016,Richmond/Norfolk
7204,4/10/2016,0.93,11987.87,organic,2016,Richmond/Norfolk
7205,4/10/2016,0.93,133381.56,conventional,2016,Roanoke
7206,4/10/2016,0.81,14080.32,organic,2016,Roanoke
7207,4/10/2016,1.15,459342.82,conventional,2016,Sacramento
7208,4/10/2016,2.05,7871.28,organic,2016,Sacramento
7209,4/10/2016,0.84,589694.67,conventional,2016,San Diego
7210,4/10/2016,1.23,19988.34,organic,2016,San Diego
7211,4/10/2016,1.38,765652.36,conventional,2016,San Francisco
7212,4/10/2016,2.33,25141.16,organic,2016,San Francisco
7213,4/10/2016,0.93,728447.49,conventional,2016,Seattle
7214,4/10/2016,0.89,112486.22,organic,2016,Seattle
7215,4/10/2016,0.96,397990.96,conventional,2016,South Carolina
7216,4/10/2016,1.34,8212.07,organic,2016,South Carolina
7217,4/10/2016,0.73,6414263.17,conventional,2016,South Central
7218,4/10/2016,1.21,91639,organic,2016,South Central
7219,4/10/2016,0.86,4792907.32,conventional,2016,Southeast
7220,4/10/2016,1.44,54667.44,organic,2016,Southeast
7221,4/10/2016,0.96,103998.99,conventional,2016,Spokane
7222,4/10/2016,0.85,8577.23,organic,2016,Spokane
7223,4/10/2016,0.87,218755.02,conventional,2016,St. Louis
7224,4/10/2016,0.58,14137.4,organic,2016,St. Louis
7225,4/10/2016,1.28,62892.35,conventional,2016,Syracuse
7226,4/10/2016,1.59,3412.46,organic,2016,Syracuse
7227,4/10/2016,0.85,549365.61,conventional,2016,Tampa
7228,4/10/2016,1.31,5511.75,organic,2016,Tampa
7229,4/10/2016,0.9,36584029.39,conventional,2016,Total U.S.
7230,4/10/2016,1.26,1179603.03,organic,2016,Total U.S.
7231,4/10/2016,0.79,7275842.54,conventional,2016,West
7232,4/10/2016,0.99,405751.04,organic,2016,West
7233,4/10/2016,0.77,897755.55,conventional,2016,West Tex/New Mexico
7234,4/10/2016,1.31,21561.29,organic,2016,West Tex/New Mexico
7235,4/17/2016,1.22,86433.63,conventional,2016,Albany
7236,4/17/2016,1.82,2058.73,organic,2016,Albany
7237,4/17/2016,0.89,512348.02,conventional,2016,Atlanta
7238,4/17/2016,1.36,8352.12,organic,2016,Atlanta
7239,4/17/2016,1.13,841839.93,conventional,2016,Baltimore/Washington
7240,4/17/2016,1.49,22368.16,organic,2016,Baltimore/Washington
7241,4/17/2016,0.67,109590.28,conventional,2016,Boise
7242,4/17/2016,1.56,1228.73,organic,2016,Boise
7243,4/17/2016,1.08,617179.71,conventional,2016,Boston
7244,4/17/2016,1.59,12779.06,organic,2016,Boston
7245,4/17/2016,1.14,169355.39,conventional,2016,Buffalo/Rochester
7246,4/17/2016,1.76,4295,organic,2016,Buffalo/Rochester
7247,4/17/2016,0.93,6397813.48,conventional,2016,California
7248,4/17/2016,1.39,187358.5,organic,2016,California
7249,4/17/2016,1.14,212440.76,conventional,2016,Charlotte
7250,4/17/2016,1.77,4460.01,organic,2016,Charlotte
7251,4/17/2016,1.08,913421.8,conventional,2016,Chicago
7252,4/17/2016,1.55,25405.66,organic,2016,Chicago
7253,4/17/2016,0.93,228211.44,conventional,2016,Cincinnati/Dayton
7254,4/17/2016,1.4,15920.25,organic,2016,Cincinnati/Dayton
7255,4/17/2016,0.97,172183.83,conventional,2016,Columbus
7256,4/17/2016,1.17,9508.72,organic,2016,Columbus
7257,4/17/2016,0.69,1339725.73,conventional,2016,Dallas/Ft. Worth
7258,4/17/2016,1.11,25616.88,organic,2016,Dallas/Ft. Worth
7259,4/17/2016,0.78,1011265.53,conventional,2016,Denver
7260,4/17/2016,1,53454.29,organic,2016,Denver
7261,4/17/2016,0.97,447346.61,conventional,2016,Detroit
7262,4/17/2016,1.19,18357.84,organic,2016,Detroit
7263,4/17/2016,0.89,332191.52,conventional,2016,Grand Rapids
7264,4/17/2016,1.57,1620.45,organic,2016,Grand Rapids
7265,4/17/2016,0.98,4154218.26,conventional,2016,Great Lakes
7266,4/17/2016,1.33,122388.94,organic,2016,Great Lakes
7267,4/17/2016,1.05,257743.57,conventional,2016,Harrisburg/Scranton
7268,4/17/2016,1.79,8785.44,organic,2016,Harrisburg/Scranton
7269,4/17/2016,1.18,284479.69,conventional,2016,Hartford/Springfield
7270,4/17/2016,2.2,8121.64,organic,2016,Hartford/Springfield
7271,4/17/2016,0.69,1310677.68,conventional,2016,Houston
7272,4/17/2016,1.11,16685.6,organic,2016,Houston
7273,4/17/2016,0.97,218237.53,conventional,2016,Indianapolis
7274,4/17/2016,1.36,4133.9,organic,2016,Indianapolis
7275,4/17/2016,1,184827.45,conventional,2016,Jacksonville
7276,4/17/2016,1.73,3452.46,organic,2016,Jacksonville
7277,4/17/2016,0.81,379464.47,conventional,2016,Las Vegas
7278,4/17/2016,1.34,20001.54,organic,2016,Las Vegas
7279,4/17/2016,0.76,3185230.67,conventional,2016,Los Angeles
7280,4/17/2016,1.01,106228.91,organic,2016,Los Angeles
7281,4/17/2016,0.92,95475.44,conventional,2016,Louisville
7282,4/17/2016,1.4,2863.95,organic,2016,Louisville
7283,4/17/2016,1.12,558953.75,conventional,2016,Miami/Ft. Lauderdale
7284,4/17/2016,1.57,2548.55,organic,2016,Miami/Ft. Lauderdale
7285,4/17/2016,1.06,3029003.02,conventional,2016,Midsouth
7286,4/17/2016,1.22,126949.67,organic,2016,Midsouth
7287,4/17/2016,0.9,178369.19,conventional,2016,Nashville
7288,4/17/2016,0.86,28242.04,organic,2016,Nashville
7289,4/17/2016,0.87,323909.4,conventional,2016,New Orleans/Mobile
7290,4/17/2016,1.45,3885.61,organic,2016,New Orleans/Mobile
7291,4/17/2016,1.08,1030786.84,conventional,2016,New York
7292,4/17/2016,1.98,40280.96,organic,2016,New York
7293,4/17/2016,1.12,3849051.4,conventional,2016,Northeast
7294,4/17/2016,1.84,119446.75,organic,2016,Northeast
7295,4/17/2016,1.12,399074.14,conventional,2016,Northern New England
7296,4/17/2016,1.6,12342.22,organic,2016,Northern New England
7297,4/17/2016,1.06,347880.73,conventional,2016,Orlando
7298,4/17/2016,1.64,5604.81,organic,2016,Orlando
7299,4/17/2016,1.17,366448.78,conventional,2016,Philadelphia
7300,4/17/2016,1.89,11963.98,organic,2016,Philadelphia
7301,4/17/2016,0.61,1166007.02,conventional,2016,Phoenix/Tucson
7302,4/17/2016,1.53,18395.17,organic,2016,Phoenix/Tucson
7303,4/17/2016,1.17,107271.68,conventional,2016,Pittsburgh
7304,4/17/2016,1.48,1614.86,organic,2016,Pittsburgh
7305,4/17/2016,0.95,2114990.64,conventional,2016,Plains
7306,4/17/2016,1.57,42572.64,organic,2016,Plains
7307,4/17/2016,0.69,917689.13,conventional,2016,Portland
7308,4/17/2016,1.64,19825.05,organic,2016,Portland
7309,4/17/2016,1.11,284896.14,conventional,2016,Raleigh/Greensboro
7310,4/17/2016,1.49,6440.23,organic,2016,Raleigh/Greensboro
7311,4/17/2016,0.99,251803.25,conventional,2016,Richmond/Norfolk
7312,4/17/2016,1.19,9118.19,organic,2016,Richmond/Norfolk
7313,4/17/2016,0.93,150910,conventional,2016,Roanoke
7314,4/17/2016,1.06,8814.87,organic,2016,Roanoke
7315,4/17/2016,1.15,448082.46,conventional,2016,Sacramento
7316,4/17/2016,1.95,8477.64,organic,2016,Sacramento
7317,4/17/2016,0.8,621350.28,conventional,2016,San Diego
7318,4/17/2016,1.29,16158.77,organic,2016,San Diego
7319,4/17/2016,1.39,786422.89,conventional,2016,San Francisco
7320,4/17/2016,2.33,25486.1,organic,2016,San Francisco
7321,4/17/2016,0.84,862450.87,conventional,2016,Seattle
7322,4/17/2016,1.51,36396.95,organic,2016,Seattle
7323,4/17/2016,1.01,370690.55,conventional,2016,South Carolina
7324,4/17/2016,1.47,8123.8,organic,2016,South Carolina
7325,4/17/2016,0.71,6657073.54,conventional,2016,South Central
7326,4/17/2016,1.15,118580.72,organic,2016,South Central
7327,4/17/2016,1.01,3673260.93,conventional,2016,Southeast
7328,4/17/2016,1.48,54241.93,organic,2016,Southeast
7329,4/17/2016,0.82,131734.46,conventional,2016,Spokane
7330,4/17/2016,1.14,3374.83,organic,2016,Spokane
7331,4/17/2016,0.91,197200.66,conventional,2016,St. Louis
7332,4/17/2016,1.21,4042.51,organic,2016,St. Louis
7333,4/17/2016,1.21,70543.09,conventional,2016,Syracuse
7334,4/17/2016,1.71,2326.56,organic,2016,Syracuse
7335,4/17/2016,1.06,387923.77,conventional,2016,Tampa
7336,4/17/2016,1.47,4785.64,organic,2016,Tampa
7337,4/17/2016,0.9,37467885.19,conventional,2016,Total U.S.
7338,4/17/2016,1.38,1022217.32,organic,2016,Total U.S.
7339,4/17/2016,0.77,7592473.98,conventional,2016,West
7340,4/17/2016,1.31,250678.16,organic,2016,West
7341,4/17/2016,0.73,944337.62,conventional,2016,West Tex/New Mexico
7342,4/17/2016,1.36,37885.9,organic,2016,West Tex/New Mexico
7343,4/24/2016,1.18,102490.2,conventional,2016,Albany
7344,4/24/2016,1.77,2328.82,organic,2016,Albany
7345,4/24/2016,0.79,654018.81,conventional,2016,Atlanta
7346,4/24/2016,1.38,9858.95,organic,2016,Atlanta
7347,4/24/2016,1.13,915500.04,conventional,2016,Baltimore/Washington
7348,4/24/2016,1.65,27335.53,organic,2016,Baltimore/Washington
7349,4/24/2016,0.65,79562.45,conventional,2016,Boise
7350,4/24/2016,1.46,2907.11,organic,2016,Boise
7351,4/24/2016,1.07,626895.08,conventional,2016,Boston
7352,4/24/2016,1.73,18656.87,organic,2016,Boston
7353,4/24/2016,1.15,171142.36,conventional,2016,Buffalo/Rochester
7354,4/24/2016,1.55,6903.38,organic,2016,Buffalo/Rochester
7355,4/24/2016,0.84,6933382.4,conventional,2016,California
7356,4/24/2016,1.39,208434.9,organic,2016,California
7357,4/24/2016,1.12,217385.39,conventional,2016,Charlotte
7358,4/24/2016,1.67,6489.79,organic,2016,Charlotte
7359,4/24/2016,1.08,879308.05,conventional,2016,Chicago
7360,4/24/2016,1.63,35192.95,organic,2016,Chicago
7361,4/24/2016,0.94,218247.37,conventional,2016,Cincinnati/Dayton
7362,4/24/2016,1.44,15395.22,organic,2016,Cincinnati/Dayton
7363,4/24/2016,0.72,242277.45,conventional,2016,Columbus
7364,4/24/2016,0.99,11874.13,organic,2016,Columbus
7365,4/24/2016,0.65,1482923.45,conventional,2016,Dallas/Ft. Worth
7366,4/24/2016,1,23975.47,organic,2016,Dallas/Ft. Worth
7367,4/24/2016,0.93,661913.55,conventional,2016,Denver
7368,4/24/2016,0.74,229646.05,organic,2016,Denver
7369,4/24/2016,1,331109.85,conventional,2016,Detroit
7370,4/24/2016,1.12,22644.96,organic,2016,Detroit
7371,4/24/2016,1.07,181857.18,conventional,2016,Grand Rapids
7372,4/24/2016,1.47,3402.66,organic,2016,Grand Rapids
7373,4/24/2016,0.96,3735389.44,conventional,2016,Great Lakes
7374,4/24/2016,1.28,150140.95,organic,2016,Great Lakes
7375,4/24/2016,1.09,283535.19,conventional,2016,Harrisburg/Scranton
7376,4/24/2016,1.92,11095.97,organic,2016,Harrisburg/Scranton
7377,4/24/2016,1.25,342796.24,conventional,2016,Hartford/Springfield
7378,4/24/2016,2.24,10677.34,organic,2016,Hartford/Springfield
7379,4/24/2016,0.67,1393042.56,conventional,2016,Houston
7380,4/24/2016,1.07,15724.92,organic,2016,Houston
7381,4/24/2016,0.95,217736.25,conventional,2016,Indianapolis
7382,4/24/2016,1.27,4243.55,organic,2016,Indianapolis
7383,4/24/2016,0.8,267225.58,conventional,2016,Jacksonville
7384,4/24/2016,1.64,3650.65,organic,2016,Jacksonville
7385,4/24/2016,0.83,359872.46,conventional,2016,Las Vegas
7386,4/24/2016,1.36,19698.45,organic,2016,Las Vegas
7387,4/24/2016,0.75,3136882.52,conventional,2016,Los Angeles
7388,4/24/2016,1.04,117010.57,organic,2016,Los Angeles
7389,4/24/2016,0.93,92553.22,conventional,2016,Louisville
7390,4/24/2016,1.22,2986.31,organic,2016,Louisville
7391,4/24/2016,0.88,896845.48,conventional,2016,Miami/Ft. Lauderdale
7392,4/24/2016,1.39,6498.57,organic,2016,Miami/Ft. Lauderdale
7393,4/24/2016,1.04,3332609.87,conventional,2016,Midsouth
7394,4/24/2016,1.5,104046.63,organic,2016,Midsouth
7395,4/24/2016,0.81,233759.31,conventional,2016,Nashville
7396,4/24/2016,1.18,11773.05,organic,2016,Nashville
7397,4/24/2016,0.87,295498.57,conventional,2016,New Orleans/Mobile
7398,4/24/2016,1.44,4462.14,organic,2016,New Orleans/Mobile
7399,4/24/2016,1.12,1718055.86,conventional,2016,New York
7400,4/24/2016,2.11,50334.94,organic,2016,New York
7401,4/24/2016,1.13,4815249.22,conventional,2016,Northeast
7402,4/24/2016,1.9,151219.06,organic,2016,Northeast
7403,4/24/2016,1.07,431615.62,conventional,2016,Northern New England
7404,4/24/2016,1.69,13226.51,organic,2016,Northern New England
7405,4/24/2016,0.83,533830.62,conventional,2016,Orlando
7406,4/24/2016,1.61,6013.98,organic,2016,Orlando
7407,4/24/2016,1.17,504960.76,conventional,2016,Philadelphia
7408,4/24/2016,1.9,14651.93,organic,2016,Philadelphia
7409,4/24/2016,0.54,1352494.83,conventional,2016,Phoenix/Tucson
7410,4/24/2016,1.39,33498.69,organic,2016,Phoenix/Tucson
7411,4/24/2016,1.02,109421.34,conventional,2016,Pittsburgh
7412,4/24/2016,1.48,1541.74,organic,2016,Pittsburgh
7413,4/24/2016,0.95,2088524.46,conventional,2016,Plains
7414,4/24/2016,1.29,61993.61,organic,2016,Plains
7415,4/24/2016,0.79,714374.65,conventional,2016,Portland
7416,4/24/2016,1.39,38186.89,organic,2016,Portland
7417,4/24/2016,1.07,311438.51,conventional,2016,Raleigh/Greensboro
7418,4/24/2016,1.61,5854.3,organic,2016,Raleigh/Greensboro
7419,4/24/2016,0.98,273208.48,conventional,2016,Richmond/Norfolk
7420,4/24/2016,1.41,8668.48,organic,2016,Richmond/Norfolk
7421,4/24/2016,0.91,164410.77,conventional,2016,Roanoke
7422,4/24/2016,1.4,6973.42,organic,2016,Roanoke
7423,4/24/2016,1.01,529817.53,conventional,2016,Sacramento
7424,4/24/2016,2.01,8840.73,organic,2016,Sacramento
7425,4/24/2016,0.73,623486.79,conventional,2016,San Diego
7426,4/24/2016,1.22,19360.95,organic,2016,San Diego
7427,4/24/2016,1,1017425.89,conventional,2016,San Francisco
7428,4/24/2016,2.21,29693.75,organic,2016,San Francisco
7429,4/24/2016,0.88,752138.28,conventional,2016,Seattle
7430,4/24/2016,1.31,63398.87,organic,2016,Seattle
7431,4/24/2016,0.93,420066.9,conventional,2016,South Carolina
7432,4/24/2016,1.49,9294.82,organic,2016,South Carolina
7433,4/24/2016,0.7,6893900.54,conventional,2016,South Central
7434,4/24/2016,1.11,110395.86,organic,2016,South Central
7435,4/24/2016,0.84,5062464.54,conventional,2016,Southeast
7436,4/24/2016,1.47,60780.65,organic,2016,Southeast
7437,4/24/2016,0.95,95660.52,conventional,2016,Spokane
7438,4/24/2016,1.46,4611.55,organic,2016,Spokane
7439,4/24/2016,0.8,233320.58,conventional,2016,St. Louis
7440,4/24/2016,0.69,12272.56,organic,2016,St. Louis
7441,4/24/2016,1.22,68819,conventional,2016,Syracuse
7442,4/24/2016,1.63,3752.94,organic,2016,Syracuse
7443,4/24/2016,0.86,566117.77,conventional,2016,Tampa
7444,4/24/2016,1.47,4904.86,organic,2016,Tampa
7445,4/24/2016,0.87,39607695.3,conventional,2016,Total U.S.
7446,4/24/2016,1.25,1475457.53,organic,2016,Total U.S.
7447,4/24/2016,0.78,6746174.8,conventional,2016,West
7448,4/24/2016,1.01,628445.85,organic,2016,West
7449,4/24/2016,0.77,859293.22,conventional,2016,West Tex/New Mexico
7450,4/24/2016,1.36,38767.82,organic,2016,West Tex/New Mexico
7451,5/1/2016,1.03,173781.78,conventional,2016,Albany
7452,5/1/2016,1.78,1604,organic,2016,Albany
7453,5/1/2016,0.77,735635.49,conventional,2016,Atlanta
7454,5/1/2016,1.25,11049.83,organic,2016,Atlanta
7455,5/1/2016,1.07,929492.14,conventional,2016,Baltimore/Washington
7456,5/1/2016,1.77,24200.98,organic,2016,Baltimore/Washington
7457,5/1/2016,0.63,82585.83,conventional,2016,Boise
7458,5/1/2016,0.92,2440.13,organic,2016,Boise
7459,5/1/2016,1.05,716003.18,conventional,2016,Boston
7460,5/1/2016,1.79,18536.65,organic,2016,Boston
7461,5/1/2016,1.11,171441.29,conventional,2016,Buffalo/Rochester
7462,5/1/2016,1.58,7208.06,organic,2016,Buffalo/Rochester
7463,5/1/2016,0.75,7661483.37,conventional,2016,California
7464,5/1/2016,1.24,225346.56,organic,2016,California
7465,5/1/2016,1.04,249786.11,conventional,2016,Charlotte
7466,5/1/2016,1.68,5736.02,organic,2016,Charlotte
7467,5/1/2016,1,890281.5,conventional,2016,Chicago
7468,5/1/2016,1.61,31458.63,organic,2016,Chicago
7469,5/1/2016,0.94,233581,conventional,2016,Cincinnati/Dayton
7470,5/1/2016,1.13,20458.94,organic,2016,Cincinnati/Dayton
7471,5/1/2016,0.71,224515.48,conventional,2016,Columbus
7472,5/1/2016,1.29,5872.4,organic,2016,Columbus
7473,5/1/2016,0.71,1433697.02,conventional,2016,Dallas/Ft. Worth
7474,5/1/2016,1.09,21668.3,organic,2016,Dallas/Ft. Worth
7475,5/1/2016,0.87,819111.24,conventional,2016,Denver
7476,5/1/2016,0.86,182067.69,organic,2016,Denver
7477,5/1/2016,1,319391.58,conventional,2016,Detroit
7478,5/1/2016,1.55,13441.92,organic,2016,Detroit
7479,5/1/2016,1.12,191903.31,conventional,2016,Grand Rapids
7480,5/1/2016,1.36,2405.79,organic,2016,Grand Rapids
7481,5/1/2016,0.94,3801508.26,conventional,2016,Great Lakes
7482,5/1/2016,1.4,121983.64,organic,2016,Great Lakes
7483,5/1/2016,0.99,316410.59,conventional,2016,Harrisburg/Scranton
7484,5/1/2016,1.79,9184.96,organic,2016,Harrisburg/Scranton
7485,5/1/2016,1.18,353240.26,conventional,2016,Hartford/Springfield
7486,5/1/2016,2.4,13840.67,organic,2016,Hartford/Springfield
7487,5/1/2016,0.68,1308614.45,conventional,2016,Houston
7488,5/1/2016,1.1,16297.47,organic,2016,Houston
7489,5/1/2016,0.92,207488.02,conventional,2016,Indianapolis
7490,5/1/2016,1.38,4413.98,organic,2016,Indianapolis
7491,5/1/2016,0.68,370646.01,conventional,2016,Jacksonville
7492,5/1/2016,1.65,3584.65,organic,2016,Jacksonville
7493,5/1/2016,0.85,363104.7,conventional,2016,Las Vegas
7494,5/1/2016,1.51,13228.93,organic,2016,Las Vegas
7495,5/1/2016,0.62,3863314.25,conventional,2016,Los Angeles
7496,5/1/2016,1.11,102002.62,organic,2016,Los Angeles
7497,5/1/2016,0.88,128108.76,conventional,2016,Louisville
7498,5/1/2016,1.35,2389.94,organic,2016,Louisville
7499,5/1/2016,0.79,1078794.69,conventional,2016,Miami/Ft. Lauderdale
7500,5/1/2016,1.43,4107.48,organic,2016,Miami/Ft. Lauderdale
7501,5/1/2016,0.99,3536333.98,conventional,2016,Midsouth
7502,5/1/2016,1.55,97128.22,organic,2016,Midsouth
7503,5/1/2016,0.81,237679.37,conventional,2016,Nashville
7504,5/1/2016,1.45,8547.72,organic,2016,Nashville
7505,5/1/2016,0.58,564738.86,conventional,2016,New Orleans/Mobile
7506,5/1/2016,1.44,5262.04,organic,2016,New Orleans/Mobile
7507,5/1/2016,1.22,1536109.56,conventional,2016,New York
7508,5/1/2016,2.16,54477.59,organic,2016,New York
7509,5/1/2016,1.12,5247266.74,conventional,2016,Northeast
7510,5/1/2016,1.94,151476.61,organic,2016,Northeast
7511,5/1/2016,1.02,628512.14,conventional,2016,Northern New England
7512,5/1/2016,1.62,11626.48,organic,2016,Northern New England
7513,5/1/2016,0.76,667818.16,conventional,2016,Orlando
7514,5/1/2016,1.6,5699.71,organic,2016,Orlando
7515,5/1/2016,1.21,478384.72,conventional,2016,Philadelphia
7516,5/1/2016,1.87,13101.38,organic,2016,Philadelphia
7517,5/1/2016,0.62,1178000.01,conventional,2016,Phoenix/Tucson
7518,5/1/2016,1.3,19517.25,organic,2016,Phoenix/Tucson
7519,5/1/2016,0.92,169483.29,conventional,2016,Pittsburgh
7520,5/1/2016,1.42,2119.08,organic,2016,Pittsburgh
7521,5/1/2016,0.97,2093998.59,conventional,2016,Plains
7522,5/1/2016,1.59,42077.45,organic,2016,Plains
7523,5/1/2016,0.76,852118.86,conventional,2016,Portland
7524,5/1/2016,1.03,44515.8,organic,2016,Portland
7525,5/1/2016,1.06,326468.57,conventional,2016,Raleigh/Greensboro
7526,5/1/2016,1.59,6514.47,organic,2016,Raleigh/Greensboro
7527,5/1/2016,0.95,283660.1,conventional,2016,Richmond/Norfolk
7528,5/1/2016,1.37,8833.79,organic,2016,Richmond/Norfolk
7529,5/1/2016,0.87,178487.59,conventional,2016,Roanoke
7530,5/1/2016,1.35,6667.12,organic,2016,Roanoke
7531,5/1/2016,1.06,481861.11,conventional,2016,Sacramento
7532,5/1/2016,1.41,13056.72,organic,2016,Sacramento
7533,5/1/2016,0.68,679213.01,conventional,2016,San Diego
7534,5/1/2016,1.37,17211.18,organic,2016,San Diego
7535,5/1/2016,0.99,1001227.21,conventional,2016,San Francisco
7536,5/1/2016,1.33,47035.36,organic,2016,San Francisco
7537,5/1/2016,0.82,858037.45,conventional,2016,Seattle
7538,5/1/2016,1.25,54382.38,organic,2016,Seattle
7539,5/1/2016,0.76,591962.95,conventional,2016,South Carolina
